Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,-1,Be one of the first to Apply!,-1,In Marketing We Trust,Australia,-1,-1,-1,-1,-1,-1
Data Scientist - Actuarial,$95K - $108K (Glassdoor Est.),"Date: 13-Oct-2021

Location:
Sydney, NSW, AU

Department:Description:
Job Requisition ID: 18609

About Deloitte

Flexibility, opportunity and incredible experiences reward the hard work required to succeed at Deloitte. We champion and support our talented people in achieving their career goals and collectively celebrate success.

Join a high performing culture of talented people, who are highly motivated and passionate about building and implementing information based solutions. We are innovative and different because YOU are… we pride ourselves on our team of diverse, high performing Deloitte Professionals who are talented, supportive, inclusive and social - and who are at the heart of our success. Our aim is to ensure that all our people feel comfortable to bring their whole selves to work, and as a result, create a workplace that encourages the true spirit of 'And different'.

From day one at our firm you’ll be considered part of the Deloitte community and our development and career progression framework will help you develop the skills and capabilities you need to succeed - in every sense of the word. At Deloitte, we assume that you perform other roles within your life….you could be a student, a teacher, a passionate hobbyist and a caring family member. We recognise the importance of balance and embrace agility, understanding that this means different things to each and every one of our employees.

About the Team

We are a team of talented Actuaries, Data Scientists and Quants who love to use our unique blend of technical and commercial expertise. Coupling the power of data with our human-centred approach, we solve client problems with a deep appreciation of behavioural science. We provide clients with end-to-end quantitative solutions, from strategic advice, data management and modelling, to the final execution.

Working between our Business Algorithms team, you will have the opportunity to:

This role will provide deep statistical, mathematical and financial expertise to support the team’s core purpose of providing technical quantitative advice and analytics solutions to achieve the strategic business’ goals.

About you

To be considered for this role, critical to your success will be your knowledge and experience in:

What we will provide you

You will be trained in core technical skills, but also to be able to think creatively and innovatively. We will work to give you projects with a wide range of professionals across Deloitte, and learn first-hand how quantitative skillsets can be combined with other competencies to create a leading solution to a problem.

We offer great study support packages for relevant qualifications along with a range of technical and non-technical training opportunities.

We will also provide you with one of the strongest project management training available in the actuarial market.

Like many financial services’ roles, a significant portion of what we currently do today may not exist in 5-10 years’ time, and our focus on innovation and creative thinking will prepare you and your career to be part of that next-generation of Actuaries, Data Scientists and Quants.",3.9,Deloitte,Sydney,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,$105K - $119K (Glassdoor Est.),Be one of the first to Apply!,4.3,REA Group,Sydney,501 to 1000 Employees,1995,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD)
Junior Data Scientist,-1,"Company Description

Nine is Australia’s largest locally owned media company with investments spanning television, video on demand, print, digital, and radio. Nine’s assets include the Nine Television Network, video on demand platform 9Now, talkback radio stations 2GB, 3AW, 4BC and 6PR, major mastheads such as The Sydney Morning Herald, The Age and Australian Financial Review, digital properties such as nine.com.au, 9Honey, Pedestrian.TV and CarAdvice, subscription video platform Stan, and majority investments in Domain and Future Women.

Job Description",3.6,Nine,North Sydney,1001 to 5000 Employees,2004,Company - Private,TV Broadcasting & Cable Network,Media,$1 to $2 billion (USD)
Analyst | Data & Analytics,Employer Provided Salary:$40K - $58K,Be one of the first to Apply!,-1,Disseny 360,Hobart,-1,-1,-1,-1,-1,-1
"Senior Data Scientist, ESG Innovation and Analytics",Employer Provided Salary:$83K - $230K,"The Role: Senior Data Scientist, ESG Innovation and Analytics
Grade: 12 (internal use only)
Location: London UK, New York, Boston US, Sydney, AU

The Role: S&P Global Trucost is a leader in ESG data and risk analysis, providing data, tools and insights to companies and financial institutions for the last 18 years in order to inform capital allocation to more sustainable business models and better communicate ESG performance to their stakeholders.
We are looking for an experienced Senior Data Scientist based in London to join our ESG Innovation and Analytics Team, part of S&P Global’s newly formed ESG Organization (Sustainable1). The role will focus on building and growing the team’s capabilities in data science with a strong focus on geospatial and big data analysis. The role provides an opportunity to work on a variety of cutting-edge projects in the field of sustainable finance.

In this role, you will be working across a diverse range of ESG issues covering climate change, ecosystems, biodiversity and more. With the support of the Head of Data Innovation you will lead the team’s work in this space.

S&P Global Trucost’s expertise is providing data leveraged analytics and insights on ESG performance so that businesses and investors can understand how to direct investments that create value and avoid risk. We’ve been informing companies, financial institutions, regulators and thought leaders since 2000. S&P Global Trucost’s carbon data underpins the S&P Global Carbon Efficient Index series selected by Government Pension Investment fund for Japan (GPIF) to serve as the benchmark for their ESG investment strategy. S&P Global Trucost’s clients also include DBS Bank, ERAFP, Fidelity, Future Fund, Goldman Sachs, HSBC, State Street Global Advisors and UBS among many others.

Our team is composed of experienced professionals driven to identify the transformative solutions of tomorrow. The business has a casual and friendly atmosphere with an entrepreneurial spirit. We value teamwork and it is crucial that you are a team player to be successful within our organization.

“I am looking for a seasoned Data Scientist with extensive experience in applying geospatial data science to lead on the development of new datasets and analytics to support business and investment decision-making. You must be passionate about using data to answer complex sustainability questions”.


S&P Global states that the anticipated base salary range for this position is $ 82,600 to $230,200 . Base salary ranges may vary by geographic location.
In addition to base compensation, this role is eligible for an annual incentive plan. This role is not eligible for additional compensation such as an annual incentive bonus or sales commission plan.
This role is eligible to receive additional S&P Global benefits. For more information on the benefits we provide to our employees, visit https://www.spgbenefitessentials.com/newhires


Work with and coordinating interdisciplinary teams and projects at the intersection of large-scale datasets, geospatial analytics, remote sensing and machine learning

Conduct geospatial, remote sensing and other advanced statistical data analyses

Ensure high degree of confidence in the data products including but not limited to developing QA/QC strategies to ensure they are platform-ready

Manage key components of ongoing projects with internal and external partners, including but not limited to Technology Teams, Product Teams, Data Management Teams as well as external stakeholders or data providers

Clearly communicate insights and technical approaches verbally and in writing, including documenting analytical methodologies and other outputs appropriate for use by specialist as well as non-specialists

Work collaboratively with a diverse team across multiple locations to conduct analysis and ensure the quality of insights

Help develop reports, factsheets, blog posts, and other materials for general and specific audiences on the topics of focus

Provide feedback from the market to help shape S&P Global’s ESG product innovation roadmap


Strong quantitative background in geospatial data analytics and tools (e.g. geostatistics and related applications to GIS and remote sensing data, and GIS tools)

Experience in machine learning will be viewed favourably

Experience working with large geospatial and satellite datasets is highly desired

Strong proficiency in scientific programming languages (Python preferred)

Demonstrated skills in data and project management

Intellectual agility and comfort with working on a wide variety of environmental topics.

Excellent written and oral communication skills

Experience translating quantitative geospatial analytical information for non-specialist audiences

Ability to work independently and support a multi-disciplinary team, using independent judgment to plan, prioritize, and organize a diverse workload in a fast-paced environment

Demonstrated self-awareness, cultural competency and inclusivity, and ability to work with colleagues and stakeholders across diverse cultures and backgrounds

Self-motivated, organized, detail-oriented, with a positive, “can do” attitude


10+ years of relevant industry experience including leadership of complex projects

Proven experience managing analysis / data science teams

Experience working with GIS systems and geospatial data

MS degree in an analytical field (e.g. Statistics, Economics, Applied Math, Operations Research, Physics, and Data Science) or extensive track record as a data science practitioner.

Consulting skills, (e.g. ability to help define business problems, propose and gain alignment on solutions, and execute the implementation)

Able to convey complex information in an understandable, compelling, and persuasive manner to senior executives

Direct experience and the ability to use and coach others a range of modern data science, analytics, and reporting tools (e.g., Python, R, Dash, Hadoop, Spark, Alteryx, ESRI, SAS, SQL)

Prior financial services experience will be looked upon favourably but is not a prerequisite

S&P Global Corporate
At S&P Global, we don’t give you intelligence—we give you essential intelligence. The essential intelligence you need to make decisions with conviction. We’re the world’s foremost provider of credit ratings, benchmarks and analytics in the global capital and commodity markets. Our divisions include S&P Global Ratings, S&P Global Market Intelligence, S&P Dow Jones Indices and S&P Global Platts. For more information, visit www.spglobal.com .

S&P Global has a Securities Disclosure and Trading Policy (“the Policy”) that seeks to mitigate conflicts of interest by monitoring and placing restrictions on personal securities holding and trading. The Policy is designed to promote compliance with global regulations. In some Divisions, pursuant to the Policy’s requirements, candidates at S&P Global may be asked to disclose securities holdings. Some roles may include a trading prohibition and remediation of positions when there is an effective or potential conflict of interest. Employment at S&P Global is contingent upon compliance with the Policy.


S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, sex, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.
If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.


The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

#LI-NJ1

10 - Officials or Managers (EEO-2 Job Categories-United States of America), PDMGDV103.2 - Middle Management Tier II (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

260364
2021-09-16
London, United Kingdom",4.1,S&P Global,Sydney,10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD)
Data Scientist,$150K - $181K (Glassdoor Est.),Be one of the first to Apply!,3.7,Publicis Groupe,Pyrmont,10000+ Employees,1926,Company - Private,Advertising & Marketing,Business Service,$5 to $10 billion (USD)
Data Scientist,-1,"Company Description

Life at Nine.
Nine’s strategy is to create great content, distribute it broadly and engage audiences and advertisers.
We are Australia’s largest locally owned media company – the home of Australia’s most trusted and loved brands spanning News, Sport, Lifestyle, and Entertainment.
Nine’s assets include the Nine Network, major mastheads such as The Sydney Morning Herald, The Age and The Australian Financial Review, Nine Radio, digital properties such as nine.com.au, 9Now, 9Honey, Pedestrian.TV, subscription video platform Stan and majority investments in Domain Group and Drive.",3.6,Nine,North Sydney,1001 to 5000 Employees,2004,Company - Private,TV Broadcasting & Cable Network,Media,$1 to $2 billion (USD)
Data Scientist,$90K - $103K (Glassdoor Est.),"Data Scientist – Applied Intelligence
Harness the power of data and artificial intelligence to accelerate change.
Join our Applied Intelligence team and create innovative, forward thinking and life changing solutions using cutting-edge technologies. We are changing the world fast, come with us.
Your role: Data Scientist
You will advise on and lead AI applications for our existing and prospective clients and deliver value. This will be primarily focused on virtual agent work but will differ pending on client needs.",3.8,Accenture,Sydney,10000+ Employees,1989,Company - Public,Consulting,Business Service,$10+ billion (USD)
Data Scientist,Employer Provided Salary:$90K - $120K,"Responsibilities
Manage operational dashboards and reports
Campaign effectiveness - response rate, lead progression and program roi analysis
Pipeline contribution and overall business performance
Regional OKR level reporting
Identify discrepancies/issues on Global dashboard and work with S&S(central analytics) to resolve
Manage data analytics requests from regional field team
Manage data quality in budget request sandbox",3.6,Digital Alchemy,Sydney,201 to 500 Employees,2003,Company - Private,Advertising & Marketing,Business Service,Unknown / Non-Applicable
Graduate Data Scientist,-1,"Graduate Data Scientist
VGW is a fast-growing technology company and creator of market-leading online social games. With offices across Australia, San Francisco, Toronto, Malta and the Philippines we are on a mission to* be the biggest gaming company in the world!*
Due to hyper growth we are expanding our Data Science team in Perth and currently looking for a Graduate Data Scientist to join the team.
In this role you will apply statistics, predictive modelling, machine learning and advanced analytics to drive business performance and growth. Your mission will be to work with stakeholders from multiple business units to understand pain points and objectives. You will drive projects that will help solve the right business problems and build fast-fail proof-of-concept data products to test new ideas.",-1,VGW,Perth,-1,-1,-1,-1,-1,-1
Data Scientist/BI Analyst,-1,"The position
This unique role is designed to help WVA to discover, interpret and communicate the information hidden in structured and unstructured data sets. The Data Scientist/BI Analyst will be mining, interpreting and cleaning WVA data, as well as answering questions, connecting dots and uncovering opportunities that lie hidden within data – all with the ultimate goal of developing impactful reports and dashboards.
Your role plays an integral part in the organisation, enabling us to support our mission of empowering Australians to create meaningful change for the world’s most vulnerable children and adults.
Your areas of responsibility will include:",4.1,World Vision Australia,New South Wales,10000+ Employees,1950,Company - Private,Social Services,Non-Profit,$2 to $5 billion (USD)
Machine Learning Data Scientist,-1,"Once in the team you will bring your machine learning expertise to bear on all aspects of the trade pipeline. You must have the ability to build models for high-frequency asset price prediction, to analyse the resulting trades, and to build models for better understanding of latency implications, etc. You must be able to explain clearly your ideas and results to the rest of the team.

In the role you will:

Contribute techniques from machine learning towards improved automated trading systems.
Work with traders, quants, software developers in a highly focused team building, deploying and improving automated trading systems.
Research, implement, test, deploy and monitor proprietary systems trading across multiple markets and financial products. We work at all levels of the problem domain from market data handlers through trade monitoring.",4.1,Susquehanna International Group,Sydney,1001 to 5000 Employees,1987,Company - Private,Stock Exchange,Finance,Unknown / Non-Applicable
Data Scientist,-1,"About us

With more than 160 years of history, we are proud of our position in the community with more satisfied customers than any other Australian bank. Every day, we work hard to bring our company purpose to life, feeding into the success of our customers and communities and not off it.

We're more than just a bank with banking products. We change the lives of customers and communities. Commercial actions with heart!

Our time is now. We are challenging the status quo and we're excited about our future!

About the role

We have a role available focusing on key data science capability supporting the Lending Process Automation project to work on the Optical Character Recognition development.

This role reports into the Data Insights Service Owner, within the Customer & Data Enablement Practice (C&DE). C&DE specialises in the application of deep statistical analytics to solve complex business problems. Working across the three pillars of analysis (Descriptive, Predictive, Prescriptive).


Proactively seek and suggest improvements to existing processes, outlining any risks and recommend optimal solutions
Ensure appropriate fail-over and exception-handling is fully incorporated in deployed automated solutions
Work closely with business analyst, project managers, product owners, and functional experts (business) to validate technical integration and development conforms to requirements
Work with SMEs to illicit requirements
Manage change requests to support development and maintenance

About you

You will have knowledge of Python, Pandas, Machine Learning and AI techniques (e.g. supervised and un-supervised machine learning techniques, statistical analysis, NLP)


Sound understanding of Python and Pandas and of software engineering practices (unit testing, version control (Git), code review)
Deep experience of data manipulation/wrangling techniques for unstructured data
Experience with AWS services (S3, Lambda, SNS, SQS)
Experience using Data Science platforms (e.g. Databricks) or frameworks (e.g. Tensorflow, PyTorch, scikit-learn)
Experience with Optical Character Recognition (OCR) technology such as AWS Textract would be desirable
Experience with containerisation (e.g. Docker, Kubernetes) would be desirable

Why us?

There's so much more to a career with Bendigo and Adelaide Bank than just banking.

Get real benefits, work life balance and flexibility. You bring your brilliant mind and we’ll help you take your learning to the next level with on the job training and external development opportunities - we want you to shine. After all, YOU are the difference that makes us the better big bank.

At Bendigo and Adelaide Bank we believe a diverse workforce supported by an inclusive culture is central to our success and we actively encourage applications from those who bring diversity of thought to our business. We support candidate requests for adjustment to accommodate an illness, injury or disability to equitably participate in the selection process.

Be quick to apply as applications will be reviewed as they are submitted, and the advert may close before the listed closing date.",3.6,Bendigo & Adelaide Bank,Remote,5001 to 10000 Employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),-1
"Data Scientist, Data Engineer and Data Analyst - Multiple Roles",-1,"Job Details

JOB TITLE - Data Scientist, Data Engineer and Data Analyst - Multiple Roles

EMPLOYMENT TYPE - Ongoing Full time

LOCATION - ACT; NSW; QLD; VIC

AFP BAND & SALARY - Band 07, 105,974.00 - 113,500.00

JOB REFERENCE NUMBER - 7596

CONTACT OFFICER - Matthew Curtis, Phone: 0251264681, Email: matt.curtis@afp.gov.au

APPLICATIONS CLOSE - 11:59pm (AEST) 27/10/2021

This advertisement is to fill current vacancies and create a merit pool for future vacancies arising over the next 12 months.

Australian Federal Police

Policing for a safer Australia - the world is changing, crime is changing, we are changing to meet new challenges.

The mission of the AFP is to provide dynamic and effective law enforcement to the people of Australia. It provides policing throughout Australia in relation to the prevention and detection of crimes against the Commonwealth, its laws and integrity, and community police services to the Community of the ACT.

Applications are invited from suitably qualified people who are interested in an appointment to the AFP. Applicants should demonstrate a commitment to the core values of the AFP, and their application must address selection criteria and the relevant work level standards.

The AFP offers a generous remuneration and conditions package, full details can be found here.

As an inclusive organisation, the AFP provides opportunity for all Australians to fairly gain employment in the AFP. We appreciate that everyone is unique and acknowledge that diversity in thought leads to greater transparency and improved consideration in our decision making. To support our employees we also provide flexible work arrangements.

Role Summary

The Australian Federal Police (AFP) is a key player in the Australian security landscape that rises to complex challenges and respond swiftly to protect Australians as new threats emerge. The AFP’s responsibility is to investigate, prevent and disrupt transnational, complex and organised crime; including terrorism, cybercrime, extremism, drug smuggling and human trafficking. The AFP is also responsible for policing in the ACT and other Australian dependent territories, providing protective security for politicians, embassy staff and dignitaries, United Nations peacekeeping and acting as Australia’s international law enforcement representative.

The AFP has embarked on a initiative to use information and data to proactively identify and disrupt criminal activity, and is seeking multiple high quality data analysts, data engineers and data scientists to join the AFP’s Chief Data Officer branch and assist in developing this vision. These roles will directly contribute to the development of AFP’s disruptive capabilities, and to assist the AFP in dynamically combating crime in the digital age. This recruitment activity is aiming to fulfil multiple positions requiring differing skillsets, if you feel like you have something to offer, we encourage you to apply.

The successful candidate(s) will provide expert consultancy within their area of specialism and develop and promote technical analytical solutions which support the business requirements of the AFP.

As a Team Member in the AFP you will be required to contribute to the achievement of outcomes in accordance with the regulatory framework, the AFP Code of Conduct and the AFP Governance Instruments. It is expected that the successful applicant will deliver on the core responsibilities and meet any requirements of the position as outlined below.

If you are passionate in your role as a senior data specialist, and want to make a real difference to Australia’s security and policing future, we want to hear from you!

Role Description & Responsibilities

We are looking for individuals with experience in one or more of the following specialities: data science, data engineering and/or data analysis. The roles are jointly responsible for developing new capabilities, responding to complex data challenges and performing complex data analyses using advanced analytics technologies.

The roles are part of a small section supporting a highly tactical and operational organisation. We run self-sufficient teams where we have all the skills to develop and operate our data capabilities in the team and use scrum to help structure and manage our workload. This gives our team members great opportunity to both broaden and deepen their skills in today's data challenges across many domains and technologies. While roles recruited through this process will be primarily responsible for one of three specialities: data science, data engineering, or data analysis; we also expect our members to jump in and help the broader team when operational demands hit. We recognise that no candidate is going have experience with all the technologies we use, so instead we’re looking for people with a demonstrated ability to learn and adapt quickly to business demands and technological changes. As such, we’re looking for anyone who sees themselves in any of those roles, or a combination of them.


exhibit strong leadership skills,
take the initiative to solve complex problems under minimal supervision,
work collaboratively and communicate well within a self-sufficient scrum team;
develop and support their own and other team members' technical capabilities,
manage day to day activities, and
prioritise completing business requirements.
Essential Requirements


Bachelor’s degree (or higher/equivalent) in mathematics, statistics, computer science, software engineering, information technology or similar.
A Negative Vetting 1 (Secret) security clearance or the ability to obtain one.
Demonstrated experience in modern data analytics, data science and/or data engineering tools
Demonstrated ability to analyse information through the use of modern data analysis tools and analysis languages to solve business problems. This includes an expectation that members can code in at least one data focused language, i.e. Python, SQL, Cypher, R, SAS or similar.
Demonstrated ability and eagerness to take the initiative to learn new technologies quickly
Desirable Requirements


developing with and using modern Natural Language Processing (NLP) technologies
experience in managing the modern machine learning lifecycle, including ability to deploy and support data science models into a production environment
experience in developing with Python, SpaCy, TensorFlow, Keras or similar.
strong analytical skills related to working with structured and unstructured datasets
understanding of modern artificial intelligence and machine learning technologies and techniques
a demonstrated understanding of the law enforcement or national security domains


experience with modern DevSecOps tools and methodologies.
experience in developing with and deploying either batch or streaming data pipelines with any of the following technologies:
Python
Neo4j
Kafka
NiFi
SAS
Impala
Elasticsearch
PostgreSQL
Java
Experience in designing relational and NoSQL data models (especially graph databases).
A demonstrated understanding of the law enforcement or national security domains


Demonstrated ability to approach and solve complex business problems in innovative ways
Experience in programming and scripting analytical solutions utilising tools such as Python, R or SAS.
Demonstrated ability to communicate solutions to complex problems to key stakeholders
Experience with modern data visualisation tools and business intelligence tools
A demonstrated understanding of the law enforcement or national security domains
Selection Criteria

Achieve results
Communicates with influence
Contributes to strategic thinking
Cultivates productive working relationships
Shows personal drive and integrity
Applying technical knowledge, expertise and skills
Required Application Documents

As part of your application you will be required to submit the following documents:

Applicant response (pitch – maximum two pages)
Resume/CV
Tertiary education certificate/s
Advice for Applicants

Application
All mandatory fields must be completed by the applicant. Applicants must provide all requested documents as outlined above in 'Required Application Documents'.

All requested documents must be uploaded to the online application form and submitted before the closing date and time. Any documents not supplied may result in your application being withdrawn from the recruitment process.

The applicant response (pitch) should address the selection criteria and work level standards relevant to the role and provide evidence as to why you are the best fit for the position. The work level standards are specific to the band level of the role you are applying for and can assist in guiding you to address the selection criteria to the level required of the role.

Employment Suitability Requirements
Applicants, who are not current AFP employees, that progress to the next stage of an AFP recruitment process will be required to provide the following documents:

Completed Employment Suitability Questionnaire (ESQ);
Traffic history for the last 10 years; and
Proof of Australian citizenship.

Applicants will be advised by AFP Recruitment if they are required to provide this information. We encourage all applicants to review the AFP’s minimum employment requirements and employment suitability standards to ensure that you meet the set requirements before you submit your application. Applicants whom do not meet these requirements, or fail to provide the required documents, will be removed from the recruitment process.

For further information on other employment opportunities in the AFP, please visit our website.",3.2,Australian Federal Police (AFP),Canberra,5001 to 10000 Employees,Government,$100 to $500 million (USD),-1,-1,-1
Data Scientist,-1,"READY FOR ANYTHING

At IAG, we live and work by our purpose to make your world a safer place. We are motivated by a unique culture that celebrates honesty, creativity, empathy, equity and collaboration. We call it the IAG way, and it means we all share a ‘ready for anything’ mindset that sets the tone for positive actions and positive outcomes. We put heart into everything we do which guides us to create amazing things for our customers, our people and our communities.

We’re brimming with ideas, ambition and a readiness to apply bold thinking and risk awareness to make a difference where it matters most.",4.0,Insurance Australia Group,Sydney,10000+ Employees,Company - Public,Insurance Operator,Insurance,$10+ billion (USD),-1
Principal Data Scientist,$125K - $135K (Glassdoor Est.),"READY FOR ANYTHING
At IAG, we live and work by our purpose to make your world a safer place. We are motivated by a unique culture that celebrates honesty, creativity, empathy, equity and collaboration. We call it the IAG way, and it means we all share a ‘ready for anything’ mindset that sets the tone for positive actions and positive outcomes. We put heart into everything we do which guides us to create amazing things for our customers, our people and our communities.

We’re brimming with ideas, ambition and a readiness to apply bold thinking and risk awareness to make a difference where it matters most.",4.0,Insurance Australia Group,Sydney,10000+ Employees,Company - Public,Insurance Operator,Insurance,$10+ billion (USD),-1
Data Scientist,-1,"At NTT we believe that by using innovative technology we can solve global challenges and create a world that is sustainable and secure. We are looking for curious people, from diverse backgrounds, that are keen to work in a fast-paced and agile environment.

At NTT we trust our employees to do the right thing, even when no one is watching, which is why we offer flexibility in the workplace. The majority of our roles are hybrid, meaning we encourage a balance of working from home and our local office. Ask our recruitment team if this is a hybrid role.
Want to be a part of our team?
This role is a member of the NTT Products and Services team.

Join our growing automation team where you will deliver innovative solutions across a range of technologies.

The Data Scientist is a key member of the Products and Services team. We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better automations. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our Automation products. You will work in close collaboration with the Product Owner, the Business Analyst, Solution Architect and the Development Team.

We are looking for an analytical problem solver, an outside-of-the-box thinker who will drive innovation and efficiency – with substantial level of experience of the applicable technologies we work with…... or the ones we should be.

This role supports one or a number of Scrum teams.

The right candidate may be asked to perform a team leadership role within the team.

This role is required to enable a culture of automation first. Working collaboratively with internal and client teams in building NTT’s automation capabilities, identifying & successfully implementing advanced IT automation solutions for NTT and our clients -using the latest industry standards and techniques to build robust, secure and innovative solutions.

Do you inspire and lead the teams you work with to successful outcomes in Agile environment? Do you like to work hard and take pleasure in making your clients successful with innovative solutions across a variety of technologies? If so, then the NTT Products and Services team is a place for you.
We will give you a chance to work with some of the brightest and industry leading projects. You’ll have the support of the team and the leadership in developing your career from day one.",3.6,NTT Ltd,Sydney,1001 to 5000 Employees,2001,Company - Private,Telecommunications Service,Telecommunication,$100 to $500 million (USD)
Data Scientist - 12 mth secondment/FTC,$125K - $145K (Glassdoor Est.),"About Us
Optus’ vision is to become Australia’s most loved everyday brand with lasting customer relationships, a brand that excites customers by bringing together their digital life with their daily lives. The business is focused on designing innovative products and services that entertain customers and enhance their lives, delivered with engaging service and a network where it matters.

About the Role
As a key member of the Data Science chapter, you’ll be responsible for supporting the development of our machine learning analytics capability and helping discover information hidden in vast amounts of data, wrangling and engineering that information into predictive and meaningful features for the Optus Unified Customer Analytics Record (UaR) to support data science initiatives.",3.9,Optus,Sydney,5001 to 10000 Employees,1992,Subsidiary or Business Segment,"Cable, Internet & Telephone Provider",Telecommunication,$2 to $5 billion (USD)
Data scientist,Employer Provided Salary:$163 - $188 Per Hour,"Solving complex, non-routine analysis problems while working with large, complex data sets for a large Government agency
Salary guide:$1300-$1500 per day
Work remotely
Requires demonstrable experience in the past 7 years of:
Solving complex, non-routine analysis problems while working with large, complex data sets.
Apply statistical methods such as parametric and nonparametric significance testing.
Using statistical software (for example, R, Julia, MATLAB, pandas or similar) and database languages (for example, SQL).",-1,MACRO Recruitment,Sydney,Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Senior Data Scientist- Machine Learning Scientist,-1,"Job Summary
The Senior Data Scientist – Machine Learning Scientist (SDS-MLS) will assist in performing analysis on
physiological and behavioural data sensing and in the development of biomarkers and machine learning
algorithms related to the classification of mental health disorders and stress. The SDS-MLS will entail
working with clinical, psychometric, and ambulatory sensed data related to physiologic signals and
behaviour patterns.
Essential Functions
Collaborate with a team of doctors, engineers, and fellow data scientists around product goals and novel",-1,Medibio,Remote,-1,-1,-1,-1,-1,-1
Data Scientist (Agricultural Systems),Employer Provided Salary:$100K - $108K,"The Opportunity

Apply your data analytics & remote sensing skills in a dynamic long-term role!
Play a vital role in strengthening the digital capabilities of CSIRO’s Agricultural Programs
Great learning & development opportunity to grow your career in R&D sector",3.7,CSIRO,Canberra,5001 to 10000 Employees,1926,Government,National Agencies,Government,$500 million to $1 billion (USD)
Data Scientist - Work with Australia's largest datasets,$95K - $140K (Glassdoor Est.),"General information
Agency: Kinesso
Job Function: Data & Analytics
Location: Sydney, Australia
Job Ref#: 4832
Description & Requirements
Position Summary
The Data Scientist role is a core technical role within the Data Science division of Kinesso. The purpose of the role is to provide audience insights for clients leveraging IPG owned proprietary data assets. This role is responsible in transforming, optimising, and providing efficiencies within our data platforms to facilitate online & offline marketing effectiveness, enabling clients to optimise their marketing budgets, and measuring their business performance by way of data analysis and predictive modelling.",4.1,Kinesso,Sydney,1001 to 5000 Employees,2019,Company - Public,Advertising & Marketing,Business Service,Unknown / Non-Applicable
Data Scientist II,-1,"Data Scientist II
Interested in an inherently cross-functional role that gives you tremendous organizational exposure with senior leaders within the company? You will partner with Marketing, Product, Engineering, and Analytics organization to shape the future of SEM Bidding Data Products and Applications. You will help facilitate cross-team and cross-channel partnerships on shared platforms. In role, you will drive the performance of our algorithms manage the bidding operations for one of the largest channels. You will be the resident expert on data science methods for evaluation and making recommendations to refine and address. Marketing Specialists who are responsible for crafting business cases, operational tests, and growth strategies. Your efforts will guide the SEM to improve company revenue, reduce cost, increase customer engagement, and enhance the value of our brands.

Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age.",4.1,Expedia,Sydney,10000+ Employees,1996,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Position – Data Scientist,$92K - $145K (Glassdoor Est.),"Location – Sydney and Digital / Remote
Experience – Minimum 8 years
We are looking for a candidate with good command over R / Python and in-depth knowledge and experience in Machine Learning, deep learning methods, algorithm design, analysis, development, and performance improvement. Strong understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering, classification, regression techniques, recommendation (collaborative filtering) algorithms and Time series analysis.

We are eager to hear from you if you have one of the below mentioned skills. Send us your resume at careers@robonomics.ai",4.9,Robonomics AI,Sydney,1 to 50 Employees,2016,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
"Data Scientist/Analyst, (Manufacturing) Hastings VIC",-1,"Job Description

At BlueScope, we create and inspire smart solutions in steel, strengthening our communities and helping build a better future. Our steel has shaped everything from hospitals and schools, bridges and stadiums to fences and homes – influencing the way we live and work, now and in the future.
The Opportunity
Come and discover the opportunity to join our Digital Transformation and Automation team as a Data Scientist/Analyst. Manufacturing at BlueScope have embarked on an exciting enterprise technology transformation, supporting our business and customers now and for the future.",3.0,BlueScope,Hastings,201 to 500 Employees,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1
